,carat,cut,color,clarity,depth,table,price,volume
413,2.3,Premium,I,VS2,61.8,60.0,18239,370.2397930000001
414,0.46,Very Good,E,VS2,61.3,57.0,1081,76.902886
415,0.32,Ideal,G,VS1,61.6,55.0,665,54.82125
416,0.31,Very Good,G,VS2,63.1,56.0,698,51.607078
417,0.35,Ideal,E,VS1,61.9,56.0,1063,57.20483999999999
418,1.55,Premium,J,VS1,62.6,59.0,8593,251.2818
419,0.33,Very Good,E,VS1,58.3,62.0,886,54.17095200000001
420,1.01,Very Good,E,VS2,63.4,60.0,6787,161.58269399999998
421,0.71,Very Good,H,VVS2,62.5,56.0,2594,113.60567999999999
422,1.16,Premium,I,VS1,60.4,59.0,5457,194.537772
423,0.9,Fair,G,SI1,65.2,59.0,3250,142.896765
424,0.49,Ideal,D,VS1,62.3,55.0,1934,79.76071
425,1.32,Ideal,G,VS2,61.1,57.0,9408,218.775494
426,1.0,Fair,F,SI2,59.3,66.0,3975,160.98969599999998
427,2.46,Ideal,G,SI2,63.0,56.0,15745,398.59968
428,0.38,Very Good,F,VS2,61.9,59.0,800,61.65506200000001
429,0.38,Good,H,SI1,63.3,57.0,633,61.574436000000006
430,1.52,Good,F,SI1,63.6,54.0,10664,245.031638
431,1.03,Premium,J,SI2,62.0,58.0,3378,170.003132
432,1.01,Very Good,F,VS2,63.3,57.0,6533,163.518459
433,0.41,Premium,F,VVS2,60.4,58.0,1115,67.60512
434,0.7,Very Good,I,VS1,62.7,58.0,2288,111.88864500000001
435,0.26,Very Good,G,VS1,62.4,56.0,423,42.65639999999999
436,0.78,Fair,G,SI1,64.6,56.0,2359,127.574544
437,0.31,Premium,F,VS2,61.5,56.0,802,51.48498599999999
438,1.2,Ideal,H,VS2,62.0,56.0,6666,198.078384
439,1.08,Ideal,H,SI1,60.5,57.0,6426,177.77284199999997
440,1.3,Ideal,H,VVS1,62.8,55.2,9232,210.901048
441,1.05,Very Good,F,IF,59.7,55.0,11417,179.2872
442,1.01,Very Good,F,SI2,61.0,60.0,5067,162.989676
443,0.75,Ideal,G,SI1,62.2,55.0,2760,123.58698
444,0.77,Ideal,J,SI1,62.0,57.0,2257,124.43930399999999
445,0.91,Very Good,E,VS2,62.2,60.0,4759,146.178432
446,0.78,Good,E,SI1,57.9,62.0,2723,127.89630000000001
447,0.33,Ideal,E,VS1,60.0,57.0,802,54.10934999999999
448,1.01,Premium,H,VS2,62.9,60.0,4559,155.52177
449,0.3,Very Good,D,VS2,62.5,57.0,670,48.681576
450,0.3,Very Good,H,VVS2,62.0,55.0,533,49.36723200000001
451,0.44,Very Good,J,VS1,61.9,57.0,694,71.23767
452,0.4,Premium,D,VS2,62.4,59.0,1050,65.22096
453,0.9,Fair,F,VS2,64.7,54.0,3931,143.95298400000001
454,0.42,Ideal,D,VS2,61.4,56.0,1103,68.76671999999999
455,0.41,Premium,I,VVS2,59.9,58.0,1061,67.93163
456,1.52,Premium,E,SI2,60.8,60.0,9193,245.20428800000002
457,1.02,Good,J,SI2,62.2,61.0,3639,166.56256800000003
458,0.36,Ideal,G,VS2,60.6,56.0,664,60.62687400000001
459,0.53,Ideal,H,SI2,61.6,54.0,1020,88.68675599999999
460,0.34,Premium,G,VVS1,59.0,62.0,1071,56.63519999999999
461,0.43,Ideal,G,SI1,61.8,55.0,795,71.38666499999998
462,1.05,Premium,D,SI1,59.3,58.0,6174,179.192336
463,0.54,Ideal,F,VS2,61.0,56.0,1615,90.55757200000001
464,0.31,Premium,G,SI2,62.3,57.0,523,51.278891
465,0.3,Good,I,SI1,64.1,57.0,391,50.0735
466,1.0,Good,G,VS1,63.9,55.0,6028,160.455256
467,1.0,Very Good,G,SI2,62.6,58.0,4725,160.98781599999998
468,1.2,Ideal,I,VVS2,61.5,57.0,6581,198.872564
469,0.33,Ideal,H,VVS1,62.1,55.0,730,55.794599999999996
470,1.53,Ideal,G,VVS2,61.4,59.0,15275,249.8314
471,1.51,Premium,E,VS2,59.8,58.0,14482,253.78871999999996
472,1.01,Premium,D,VS2,61.6,59.0,6271,157.65745600000002
473,1.01,Very Good,G,SI1,62.0,63.0,3137,154.5375
474,0.57,Ideal,G,VS2,60.2,59.0,1642,94.7687
475,0.5,Ideal,I,SI1,62.0,55.0,982,82.02980800000002
476,0.33,Very Good,D,VVS2,61.9,56.0,856,54.89971200000001
477,0.44,Premium,D,VS1,60.2,59.0,1232,71.65064799999999
478,0.72,Very Good,E,SI2,63.5,59.0,2376,113.67430800000001
479,0.32,Ideal,F,IF,62.2,54.0,943,53.72400000000001
480,1.01,Premium,E,SI1,60.7,58.0,5525,165.95280000000002
481,1.01,Fair,D,SI1,65.0,57.0,5385,159.48702
482,1.5,Premium,I,VS2,62.3,60.0,9479,234.57375000000002
483,1.0,Good,G,VS2,59.1,62.0,6369,157.3542
484,1.08,Good,G,VS2,58.9,58.0,6708,178.82370000000003
485,0.3,Good,H,VVS2,63.6,56.0,605,49.709087999999994
486,0.34,Premium,I,VS1,59.5,59.0,537,56.80584
487,0.52,Ideal,F,VS2,61.5,56.0,1981,86.52768000000002
488,0.91,Ideal,H,SI1,62.0,56.0,4337,148.23193
489,1.5,Ideal,H,SI1,61.6,57.0,7627,238.60578400000003
490,1.25,Very Good,H,SI2,63.5,57.0,4060,190.20662500000003
491,0.4,Good,F,VVS2,62.2,63.0,936,63.59921400000001
492,2.31,Premium,J,VS1,62.3,61.0,17451,381.2846850000001
493,0.9,Very Good,G,VS1,61.7,60.0,4872,143.9516
494,0.32,Very Good,D,VS2,61.8,57.0,758,51.01854
495,0.7,Premium,F,SI2,62.9,57.0,2184,111.69061199999999
496,1.01,Ideal,I,SI1,62.3,59.0,4518,162.51016600000003
497,0.55,Good,G,SI1,63.6,61.0,1213,88.88615999999999
498,0.31,Ideal,D,VS2,62.1,54.0,804,52.18048000000002
499,0.27,Ideal,D,VVS2,61.5,56.0,586,44.40832
500,0.4,Premium,E,VS2,61.9,59.0,975,65.6906
501,0.6,Very Good,F,VS2,62.1,57.0,1772,96.67396199999999
502,0.4,Ideal,I,VVS1,60.5,57.0,1080,65.893156
503,1.2,Ideal,G,VS1,62.0,55.0,9625,198.367128
504,1.09,Premium,D,SI1,61.6,58.0,5799,176.316462
505,0.67,Ideal,H,SI1,62.1,54.0,1550,111.1341
506,0.7,Premium,E,VS2,61.0,59.0,3199,114.18582000000002
507,0.52,Ideal,I,VS1,61.5,56.0,1357,85.16167200000001
508,0.33,Premium,H,VS1,61.9,58.0,743,54.212125
509,0.7,Very Good,E,VS2,60.2,62.0,2843,113.27212500000002
510,0.57,Very Good,E,SI1,62.1,58.0,1397,92.41478400000001
511,1.01,Premium,E,SI1,62.4,60.0,5002,158.5214
512,0.54,Ideal,G,VVS2,62.0,56.0,1920,89.576825
513,2.01,Premium,F,SI1,59.5,58.0,14502,327.730064
514,0.31,Ideal,G,IF,61.6,56.0,839,51.915600000000005
515,1.01,Fair,F,VS1,64.7,54.0,6759,162.189792
516,0.32,Very Good,H,SI1,61.9,59.0,449,52.538976000000005
517,1.01,Ideal,E,SI1,60.8,56.0,6346,166.883945
518,0.91,Ideal,F,VS2,62.6,55.0,5261,150.25514
519,0.5,Premium,F,VS2,60.7,58.0,1654,82.427904
520,1.2,Fair,I,I1,66.2,55.0,3011,186.754974
521,1.11,Premium,G,SI2,61.2,59.0,4755,184.04244
522,0.33,Good,G,VS1,63.1,57.0,666,53.38344000000001
523,1.04,Ideal,G,VS2,61.9,57.0,6628,169.3224
524,1.0,Premium,J,VS1,62.8,57.0,4144,162.30599999999998
525,0.33,Premium,G,VS1,62.3,58.0,666,54.16362
526,0.56,Ideal,E,VS2,60.7,57.0,1819,91.58794199999998
527,0.32,Ideal,E,VVS2,61.3,54.0,779,53.499680000000005
528,0.7,Premium,E,VS2,60.8,58.0,2697,113.85864000000001
529,0.4,Ideal,G,IF,62.3,55.0,1229,66.784704
530,1.35,Very Good,H,SI2,62.2,56.0,6088,217.07805599999998
531,0.43,Premium,D,SI1,61.0,58.0,774,69.768384
532,0.91,Very Good,D,SI2,62.7,59.0,3298,148.662976
533,0.77,Ideal,F,SI1,61.5,55.0,3321,126.35884799999998
534,0.9,Premium,E,SI1,62.2,59.0,4259,148.423968
535,0.35,Ideal,E,SI1,60.7,56.0,667,58.314114000000004
536,1.06,Ideal,D,VVS2,62.0,57.0,11837,172.69523999999998
537,2.06,Good,J,SI1,64.1,56.0,11854,332.05809500000004
538,0.39,Ideal,E,SI1,62.1,53.0,719,64.639456
539,1.0,Very Good,D,VS1,60.0,60.0,7281,162.166928
540,1.0,Very Good,D,SI2,63.5,59.0,4295,161.33064
541,0.31,Ideal,E,SI2,61.3,55.0,435,50.638686
542,1.02,Ideal,H,SI2,58.8,57.0,3142,167.55358500000003
543,0.9,Premium,F,SI1,61.3,58.0,3714,139.391296
544,0.25,Very Good,F,IF,59.4,62.0,548,41.68822
545,1.04,Very Good,G,SI2,60.3,62.0,4084,168.0016
546,0.53,Ideal,G,VS1,61.9,56.0,1813,87.06847800000001
547,0.31,Very Good,F,VS1,61.8,58.0,592,49.826205
548,0.7,Good,G,SI2,64.1,56.0,1935,113.49935999999998
549,0.54,Ideal,I,VS1,61.5,56.0,1147,89.026552
550,0.41,Premium,G,VS2,62.6,59.0,1061,66.86895600000001
551,0.71,Very Good,E,VS2,61.2,58.0,2891,116.37436799999999
552,1.21,Premium,J,VS2,59.9,59.0,4841,196.056056
553,1.84,Ideal,J,VS1,62.4,56.0,8828,299.03328
554,0.24,Good,E,VVS1,58.0,60.0,526,40.006848
555,1.25,Premium,I,VS2,61.0,59.0,5975,203.43000600000002
556,0.32,Very Good,D,SI1,62.3,55.0,589,53.04530400000001
557,0.53,Good,E,VS2,63.7,55.0,1727,86.22336000000001
558,0.35,Very Good,G,IF,62.1,56.0,833,58.508796000000004
559,2.48,Very Good,H,SI1,63.3,56.0,17893,399.2679
560,0.32,Very Good,F,VVS1,61.9,59.0,926,51.44202
561,1.02,Ideal,G,VVS2,61.8,56.0,9286,165.063336
562,0.32,Very Good,H,VS1,61.7,61.0,561,52.777248
563,1.5,Very Good,G,SI1,62.8,57.0,9996,238.81585
564,0.7,Premium,D,SI2,61.8,55.0,2222,114.163456
565,1.6,Ideal,G,IF,59.8,54.0,16547,272.0095
566,0.3,Very Good,F,VS2,62.8,58.0,605,48.74920000000001
567,0.36,Very Good,F,VS1,60.1,59.0,825,59.851175999999995
568,1.37,Premium,G,VS1,58.3,60.0,10412,229.10684999999995
569,0.43,Premium,F,VS2,59.8,58.0,905,71.020404
570,1.25,Ideal,G,SI1,60.7,56.0,8226,209.63034
571,0.6,Ideal,F,SI1,61.5,58.0,1646,96.631256
572,1.5,Premium,E,VS2,62.3,60.0,14179,236.07144
573,0.5,Ideal,D,VS2,61.7,56.0,1844,83.161088
574,0.34,Very Good,D,VS2,60.0,59.0,730,55.814400000000006
575,0.71,Ideal,G,SI1,61.1,57.0,2307,116.78198400000001
576,0.3,Premium,I,VS1,61.6,61.0,567,47.43352800000001
577,0.28,Very Good,H,VVS2,62.0,55.0,522,46.65774600000001
578,1.2,Very Good,I,VS1,62.8,54.5,6652,194.788125
579,1.51,Very Good,J,SI1,62.4,58.0,7136,242.13461999999998
580,0.31,Very Good,H,VS2,63.1,58.0,628,51.06574199999999
581,1.51,Premium,F,SI2,59.9,58.0,9471,252.22036200000002
582,0.71,Premium,E,SI1,61.8,59.0,2792,116.0235
583,0.58,Premium,H,VS2,59.7,59.0,1439,92.732406
584,1.05,Premium,E,SI2,59.5,59.0,4742,172.66459
585,0.36,Ideal,G,VVS1,62.8,57.0,1053,58.613099999999996
586,0.57,Premium,G,SI1,62.6,56.0,1915,91.82381999999998
587,0.56,Ideal,F,VS2,61.0,55.0,1708,92.96052999999999
588,0.52,Premium,E,VS2,61.6,59.0,1576,84.07600799999999
589,0.31,Very Good,H,VS2,63.2,58.0,628,50.94807899999999
590,1.51,Very Good,E,VS2,63.3,56.0,14482,244.32078
591,0.41,Ideal,G,IF,62.4,54.0,1367,67.29188400000001
592,1.0,Good,E,VS2,64.0,58.0,5376,154.36512000000002
593,1.04,Premium,F,VVS2,62.5,58.0,8946,165.01230199999998
594,1.04,Premium,D,SI2,61.6,58.0,4811,168.4768
595,1.1,Ideal,F,VS2,58.6,57.0,5692,185.04024
596,1.21,Premium,G,VS2,62.2,60.0,7611,192.954825
597,1.1,Very Good,G,VVS1,61.5,57.0,8020,179.612208
598,0.42,Ideal,G,VVS2,62.1,57.0,1031,68.00112
599,1.51,Ideal,H,SI1,62.8,55.0,10502,244.935252
600,0.31,Ideal,F,VVS1,61.0,57.0,884,51.339293999999995
601,0.71,Premium,H,SI2,60.5,60.0,2224,116.186637
602,1.09,Ideal,F,VS1,61.7,57.0,8730,177.287572
603,1.2,Premium,E,VS2,62.7,59.0,9139,187.24691
604,0.38,Ideal,H,VS1,62.1,55.4,714,62.621676
605,0.79,Good,H,SI2,59.2,58.0,2346,131.837365
606,1.17,Very Good,H,SI1,59.6,62.0,6336,191.440128
607,1.24,Very Good,J,SI2,63.1,60.0,3791,195.414842
608,0.4,Ideal,H,VVS2,61.1,55.0,868,66.07155
609,0.34,Ideal,D,SI1,60.6,56.0,626,56.102596000000005
610,0.3,Ideal,E,VS2,61.4,56.0,621,50.406396
611,0.42,Premium,G,VVS1,59.8,58.0,1235,68.87388
612,1.29,Ideal,G,SI1,60.9,59.0,7463,210.124992
613,1.23,Ideal,F,SI2,62.3,58.0,5894,197.676
614,0.31,Ideal,F,VS1,62.1,56.0,872,50.55047999999999
615,0.3,Ideal,H,VS2,62.5,53.2,486,50.084034
616,0.3,Ideal,F,SI1,62.5,57.0,475,49.85376999999999
617,1.03,Good,J,SI1,63.6,57.0,2855,161.72470600000003
618,0.36,Premium,E,VS1,61.5,59.0,727,59.282039999999995
619,0.73,Ideal,D,SI1,61.4,56.0,2943,119.75697600000001
620,0.75,Premium,H,SI1,60.2,59.0,2329,123.57407999999998
621,0.35,Ideal,D,SI1,61.6,56.0,827,56.544366
622,0.27,Ideal,G,VS2,61.5,55.0,490,45.402324
623,0.9,Fair,G,VS1,65.7,58.0,3806,141.601236
624,0.38,Premium,E,VS2,62.2,59.0,866,62.487869
625,1.12,Premium,G,IF,60.9,57.0,9126,185.96452
626,0.51,Ideal,E,SI2,62.0,56.0,1385,83.68742400000001
627,1.36,Ideal,D,VS2,62.1,55.0,11793,227.298696
628,0.8,Ideal,G,VS2,62.1,57.0,3494,132.447
629,0.34,Premium,I,VS1,61.0,60.0,537,55.36115200000001
630,0.3,Good,G,SI1,63.8,56.0,574,50.00813999999999
631,0.82,Premium,F,SI2,59.7,57.0,2867,137.531088
632,0.39,Ideal,I,VS2,60.8,56.0,698,64.5696
633,0.32,Ideal,F,SI2,62.6,56.0,540,52.997175000000006
634,0.54,Ideal,G,VS1,61.0,57.0,1957,88.9812
635,0.91,Good,D,SI2,64.1,62.0,3408,140.94772199999997
636,0.37,Ideal,I,VS1,60.8,56.0,603,62.687745
637,0.32,Ideal,D,VS2,62.0,55.0,758,52.851708
638,1.04,Very Good,E,SI1,59.6,59.0,5662,169.46316799999997
639,0.53,Ideal,F,VS2,61.1,54.0,1655,89.597788
640,0.23,Very Good,F,VVS2,60.4,61.0,505,36.945930000000004
641,1.0,Fair,H,SI2,67.0,55.0,2912,159.12
642,0.25,Very Good,E,VS2,63.3,56.0,436,41.41327499999999
643,0.32,Ideal,G,VS1,62.3,55.0,559,53.046126
644,0.25,Very Good,F,VVS1,64.2,58.0,548,40.651776
645,0.3,Ideal,H,IF,62.0,57.0,764,48.42980999999999
646,2.19,Ideal,H,SI1,60.6,57.0,18475,355.186455
647,0.92,Very Good,F,SI2,62.1,59.0,3854,150.444702
648,1.03,Very Good,F,SI2,61.8,59.0,4414,166.24893600000001
649,1.14,Very Good,H,VS2,59.9,57.0,5053,187.919226
650,0.53,Ideal,F,SI1,61.9,55.0,1639,87.06847800000001
651,0.9,Ideal,G,SI2,62.4,56.0,3500,146.32541
652,0.52,Ideal,G,VVS2,62.1,57.0,1911,84.87072
653,0.55,Ideal,I,VS1,62.2,55.0,1238,91.26731199999999
654,0.83,Premium,F,VS2,61.9,58.0,3408,135.624665
655,0.73,Very Good,G,VVS1,62.9,59.0,3606,118.93506000000001
656,2.01,Premium,H,SI1,61.4,56.0,18295,333.589347
657,0.34,Premium,I,VVS1,60.5,59.0,626,55.526016000000006
658,1.06,Premium,H,VS2,62.0,58.0,5783,172.95524999999998
659,1.01,Ideal,G,VVS2,62.0,58.0,7597,160.52958
660,0.9,Very Good,F,SI2,60.8,55.0,3552,149.5425
661,0.58,Ideal,F,VVS2,61.9,56.0,2380,95.55955999999999
662,0.31,Premium,H,VS2,58.9,61.0,586,51.765436
663,1.01,Fair,F,SI2,67.3,62.0,3597,149.828616
664,1.0,Good,F,SI2,63.7,57.0,3906,162.38860800000003
665,1.07,Good,H,VS2,63.8,57.0,5758,175.60227
666,0.38,Ideal,H,VS1,60.6,57.0,1117,63.35835000000001
667,0.27,Very Good,E,VS2,59.5,56.0,470,45.79806
668,0.36,Premium,F,SI2,60.3,59.0,446,58.48411800000001
669,1.36,Premium,J,VS2,58.4,59.0,6157,230.25544000000002
670,1.2,Very Good,H,SI1,62.8,58.0,5567,194.497
671,0.9,Very Good,I,VS2,58.7,60.0,3709,147.94738
672,1.19,Fair,I,SI1,64.9,58.0,5198,186.14576
673,0.41,Ideal,G,VS2,59.8,57.0,1061,67.41936499999998
674,0.25,Very Good,F,VVS2,61.6,57.0,633,41.31
675,1.21,Very Good,H,VS1,62.4,60.0,7279,192.840074
676,1.45,Premium,H,VS1,60.6,60.0,8550,227.47248399999998
677,0.51,Premium,G,SI2,63.0,61.0,1056,80.35696399999999
678,1.0,Premium,F,SI1,60.8,59.0,4234,160.24008
679,0.7,Good,I,VS2,63.6,58.0,2117,110.533865
680,0.35,Very Good,D,VS1,60.9,58.0,763,57.34564799999999
681,0.58,Ideal,G,VVS1,61.3,56.0,2256,95.51520000000001
682,0.66,Good,H,VS1,59.8,60.9,1978,107.89500799999999
683,2.12,Premium,H,SI2,62.3,58.0,12693,344.67840000000007
684,0.9,Very Good,G,VS2,63.4,59.0,4135,144.23644800000002
685,1.01,Very Good,F,VVS1,61.4,58.0,9810,162.137304
686,0.44,Ideal,E,SI1,62.6,56.0,1040,72.3338
687,0.32,Premium,F,SI2,59.7,59.0,540,52.791424
688,0.55,Ideal,D,VS1,61.3,56.0,2251,91.29120000000002
689,0.71,Ideal,I,VVS2,61.4,58.0,2559,115.56864
690,1.22,Premium,F,VS2,59.8,59.0,8417,199.87728
691,0.99,Ideal,I,SI1,61.8,57.0,4763,162.70848
692,1.01,Very Good,E,SI1,62.8,57.0,5499,163.735117
693,0.35,Premium,E,VS1,62.2,58.0,921,56.12085
694,0.4,Ideal,G,VVS1,60.2,60.0,997,66.58444400000002
695,0.36,Premium,G,SI2,61.9,56.0,608,59.103135
696,0.58,Ideal,D,SI2,63.4,57.0,1356,95.197782
697,0.51,Very Good,E,SI1,61.4,58.0,1284,82.150564
698,1.01,Very Good,I,SI1,63.4,62.0,4072,152.1825
699,0.72,Ideal,H,VVS1,61.8,56.0,3708,118.3166
700,0.41,Ideal,E,VS2,61.8,57.0,935,67.12076
701,1.21,Premium,H,VS2,61.0,58.0,7142,197.46213000000003
702,0.4,Ideal,G,SI1,62.3,54.0,741,66.925008
703,0.7,Very Good,D,SI1,58.3,62.0,2563,114.43012800000001
704,0.32,Ideal,I,VS1,61.7,55.6,529,53.334099
705,1.52,Ideal,F,SI1,62.3,55.1,11971,246.738798
706,0.3,Premium,D,SI1,61.0,60.0,709,49.3812
707,1.17,Ideal,J,SI1,62.1,57.0,4617,193.236474
708,2.06,Premium,I,SI1,61.0,58.0,15517,338.1028559999999
709,1.2,Ideal,H,SI1,62.5,56.0,6742,197.84973599999998
710,0.6,Ideal,D,VS2,60.4,57.0,2019,101.09780100000002
711,1.01,Very Good,G,VS1,63.2,61.0,6529,161.18395499999997
712,0.32,Good,D,SI2,63.4,56.0,477,52.89813600000001
713,0.33,Ideal,I,IF,62.1,55.0,891,53.8461
714,1.24,Ideal,G,VS1,61.8,55.0,10946,200.58512499999998
715,1.0,Premium,H,SI1,62.7,60.0,4469,154.49616
716,2.01,Good,I,SI1,63.8,57.0,13976,318.19557
717,1.01,Very Good,E,SI2,63.4,59.0,4299,157.85716800000003
718,1.13,Ideal,H,SI1,62.0,57.0,5050,186.01047000000003
719,0.42,Premium,E,SI1,62.0,58.0,926,70.131
720,0.79,Ideal,G,SI1,61.8,56.0,2831,128.26945800000001
721,0.5,Good,F,VVS2,58.5,62.0,2052,84.615647
722,1.04,Premium,H,SI1,59.5,58.0,4890,172.92108399999998
723,0.78,Very Good,D,VS2,62.2,56.0,3668,126.53900999999999
724,0.38,Ideal,D,VS1,62.2,57.0,1140,62.354062000000006
725,1.7,Premium,I,VS2,62.4,58.0,10910,272.12446800000004
726,0.52,Ideal,E,SI1,61.0,55.0,1586,86.31696600000001
727,1.5,Ideal,G,VVS2,61.3,56.0,17176,249.83003499999998
728,1.21,Very Good,H,VS2,59.1,59.0,7113,200.15166000000002
729,1.35,Premium,J,SI1,62.1,54.0,4082,224.06527
730,0.65,Ideal,D,VVS2,61.4,60.0,3228,105.225098
731,0.53,Ideal,G,IF,61.8,57.0,2247,86.79711599999999
732,1.29,Ideal,F,VS1,62.3,54.4,10727,210.53339999999997
733,0.55,Ideal,I,VVS1,62.7,57.0,1712,88.147466
734,0.41,Premium,E,SI1,62.8,59.0,969,67.0947
735,1.36,Premium,I,VS1,62.0,59.0,7592,220.05313999999998
736,0.34,Premium,G,IF,62.3,59.0,1014,55.87086600000001
737,2.01,Premium,H,SI1,62.7,59.0,17688,327.65611999999993
738,0.38,Ideal,H,VVS1,60.7,56.0,1069,64.8432
739,1.16,Ideal,H,SI1,62.2,55.0,5554,192.668966
740,2.01,Premium,H,SI2,60.5,61.0,16287,323.3362660000001
741,0.31,Ideal,H,VVS2,61.7,55.8,652,51.36958499999999
742,0.77,Premium,G,SI1,61.6,59.0,2657,124.94430000000001
743,2.75,Ideal,D,I1,60.9,57.0,13156,445.673808
744,2.01,Premium,H,SI2,62.3,60.0,14558,314.27304
745,1.06,Ideal,D,SI2,61.2,57.0,4682,172.03260899999998
746,0.51,Ideal,G,VS1,61.6,54.0,1599,85.42947600000001
747,0.56,Ideal,D,VS2,61.9,57.0,2066,91.16105999999999
748,0.77,Ideal,E,SI2,61.0,57.0,2360,127.51088000000001
749,1.51,Fair,G,SI1,65.0,59.0,8681,225.84620100000004
750,0.47,Ideal,G,VVS1,61.3,56.0,1441,78.490635
751,0.44,Ideal,E,VS1,61.5,56.0,1155,72.80616
752,0.9,Premium,E,SI1,60.3,56.0,4209,147.259593
753,0.9,Ideal,G,VS1,62.5,57.0,5080,145.472256
754,0.45,Very Good,F,SI2,61.5,61.0,729,73.49265
755,1.02,Ideal,G,VS1,61.4,57.0,7055,166.60479
756,0.46,Ideal,G,VVS1,60.7,57.0,1453,76.150176
757,1.0,Premium,H,SI1,61.7,59.0,4144,160.624344
758,1.01,Premium,H,SI1,60.5,58.0,4578,160.825437
759,0.38,Ideal,F,VS1,62.0,54.0,865,62.89218
760,1.03,Premium,H,VS1,62.0,59.0,5523,167.60196000000002
761,0.76,Ideal,H,VS2,61.4,57.0,3038,123.83279999999999
762,0.52,Ideal,I,SI1,61.8,54.0,950,85.86336
763,0.38,Premium,D,VS1,62.4,59.0,1140,61.33823999999999
764,0.52,Ideal,F,VVS1,62.3,56.0,2333,85.13690399999999
765,0.31,Ideal,D,VS2,61.2,55.0,734,52.50312000000001
766,0.71,Good,F,SI2,64.5,55.6,2282,112.69368000000001
767,0.36,Ideal,E,SI1,62.4,55.0,810,59.391149999999996
768,2.03,Very Good,J,VVS2,63.2,60.0,16043,312.836
769,0.3,Ideal,E,SI1,62.4,57.0,499,48.90986099999999
770,0.5,Very Good,E,VVS2,59.3,56.0,2168,87.09224999999999
771,0.58,Very Good,G,SI2,63.3,58.0,1117,92.93683599999999
772,0.31,Premium,H,VVS2,62.6,60.0,625,50.15439000000001
773,0.9,Good,G,SI2,63.8,59.0,3246,140.22085
774,0.91,Fair,H,SI1,65.3,62.0,3278,145.415556
775,0.32,Ideal,I,VS2,61.5,56.0,449,52.58484000000001
776,1.56,Premium,D,SI1,62.6,58.0,12226,253.531392
777,0.42,Ideal,H,VVS1,61.9,54.2,1094,68.94528
778,0.63,Ideal,D,SI1,61.1,56.0,1779,104.417424
779,0.34,Ideal,E,VS1,62.2,54.2,816,55.174104
780,0.23,Very Good,F,VVS2,58.1,63.0,600,38.900352
781,2.09,Good,F,SI2,63.4,55.0,18472,342.31336799999997
782,0.74,Very Good,E,SI1,60.0,57.0,2839,121.28688
783,0.5,Very Good,H,VVS2,62.9,56.0,1569,81.25663200000001
784,0.53,Ideal,F,VVS2,62.3,56.0,2045,88.556
785,1.19,Very Good,G,SI2,63.4,56.0,3739,184.32288000000003
786,1.13,Premium,I,SI2,59.9,57.0,4271,186.63007999999996
787,0.78,Premium,H,SI1,60.0,60.0,2489,127.08227199999999
788,1.58,Premium,I,I1,60.2,61.0,4459,256.853265
789,0.61,Premium,H,SI1,61.2,58.0,1588,98.54635499999999
790,1.0,Good,E,SI2,57.9,59.0,3752,164.5077
791,0.38,Ideal,G,SI1,61.8,54.0,969,63.51667
792,1.01,Premium,F,VS2,61.5,58.0,6244,163.978056
793,0.36,Ideal,E,VS2,61.7,57.0,878,58.89428999999999
794,0.34,Very Good,E,SI1,63.2,55.0,765,56.671882000000004
795,0.77,Ideal,H,SI1,62.4,56.0,2875,126.10896000000001
796,0.4,Fair,F,SI1,64.7,58.0,857,65.082521
797,1.4,Very Good,G,VS1,62.6,58.0,11262,219.186261
798,1.71,Ideal,J,SI1,62.8,57.0,6320,271.83774999999997
799,0.41,Very Good,D,SI1,63.0,57.0,717,64.11552
800,1.13,Very Good,H,SI2,62.0,58.0,5179,185.736155
801,0.38,Very Good,D,SI2,59.2,61.0,633,61.27787199999999
802,0.9,Very Good,G,VS2,63.3,54.0,4309,147.123301
803,0.7,Very Good,E,VS1,61.5,56.0,2967,115.1656
804,1.24,Ideal,J,VS2,61.8,58.0,5361,199.53100799999999
805,0.51,Very Good,F,VS1,63.3,59.0,1722,84.176384
806,0.33,Ideal,E,VVS1,62.2,54.0,906,55.546624
807,0.32,Ideal,D,VS2,62.2,56.0,758,52.061888
808,0.82,Very Good,D,SI1,63.1,58.0,2954,133.56083999999998
809,1.02,Ideal,E,SI2,62.3,56.0,3455,162.76369200000002
810,0.34,Very Good,E,SI1,63.3,57.0,714,55.967976
811,0.67,Good,F,VS1,64.4,57.0,2244,111.88799999999999
812,0.79,Very Good,D,SI2,63.2,57.0,3081,125.631954
813,0.73,Ideal,D,SI1,61.2,57.0,2947,119.42164499999998
814,0.3,Premium,E,VVS2,61.4,59.0,789,49.871808
815,0.73,Premium,G,VS2,60.7,58.0,2746,121.28007000000001
816,0.67,Ideal,G,VVS1,62.4,55.0,2577,110.15199999999999
817,0.54,Very Good,E,SI2,61.9,58.0,1163,87.84178800000001
818,1.01,Ideal,F,SI2,62.7,57.0,3945,164.24599099999998
819,0.72,Ideal,J,VVS1,62.4,58.0,2139,117.74476800000001
820,2.58,Very Good,D,SI2,58.9,63.0,14749,436.051564
821,0.9,Fair,H,SI2,65.0,61.0,2883,139.338244
822,0.35,Good,E,SI2,63.9,55.0,491,57.859200000000016
823,0.4,Ideal,G,VS2,62.5,54.0,792,66.36319999999999
824,0.91,Very Good,I,VVS2,63.5,59.0,3618,142.68875999999997
825,0.3,Ideal,D,SI2,61.1,55.0,574,49.79879999999999
